AnimalID	DOB	Death	Removal.Date	Sex	Maternal.ID	Matriline	DamGen	SireGen	Natal.Group	Status	Birth.Season	Idcode
6L4	9/17/10	NA	11/28/18	MALE	93O	076	93O	17T	KK	REMOVE	2011	6124
3O3	9/18/12	NA	11/28/18	MALE	93O	076	93O	16R	KK	REMOVE	2013	3153
4W7	8/6/15	NA	11/28/18	FEMALE	9L9	076	9L9	6H9	KK	REMOVE	2016	NA
7O3	10/9/12	NA	11/29/18	MALE	24V	073	24V	16R	KK	REMOVE	2013	7153
AE0	6/5/17	NA	11/29/18	MALE	24V	073	24V	9F9	KK	REMOVE	2018	NA
AD8	6/21/16	NA	11/29/18	MALE	3F5	076	3F5	76Z	KK	REMOVE	2017	NA
I193F5	7/25/18	NA	11/29/18	MALE	3F5	076	3F5	5J3	KK	REMOVE	2019	NA
3F5	12/8/07	NA	11/29/18	FEMALE	48J	076	48J	56K	KK	REMOVE	2008	3065
AF1	7/21/16	NA	11/29/18	MALE	4F1	073	4F1	6F1	KK	REMOVE	2017	NA
AE4	7/19/17	NA	11/29/18	MALE	6C2	076	6C2	46Z	KK	REMOVE	2018	NA
AD9	8/28/17	NA	11/29/18	MALE	6K6	073	6K6	1G9	KK	REMOVE	2018	NA
AE9	7/23/17	NA	11/29/18	MALE	6L1	076	6L1	2D0	KK	REMOVE	2018	NA
AE5	7/15/17	NA	11/29/18	MALE	7I8	076	7I8	5K0	KK	REMOVE	2018	NA
AE7	8/3/16	NA	11/29/18	FEMALE	7J7	073	7J7	6F1	KK	REMOVE	2017	NA
AE8	7/13/16	NA	11/29/18	FEMALE	8O9	073	8O9	46Z	KK	REMOVE	2017	NA
AE6	6/10/17	NA	11/29/18	MALE	93O	076	93O	8C9	KK	REMOVE	2018	NA
AF0	6/27/16	NA	11/29/18	MALE	9N6	073	9N6	76Z	KK	REMOVE	2017	NA
31S	12/5/01	NA	12/4/18	MALE	03H	DM	03H	79B	R	REMOVE	2002	3119
4M9	9/21/11	NA	12/4/18	FEMALE	1C7	076	1C7	64S	KK	REMOVE	2012	4139
2T5	8/14/14	NA	12/4/18	FEMALE	2C3	073	2C3	30V	KK	REMOVE	2015	NA
I192F2	5/30/18	NA	12/4/18	FEMALE	2F2	076	2F2	1J8	KK	REMOVE	2019	NA
3E4	12/10/06	NA	12/4/18	MALE	30D	DM	30D	50G	R	REMOVE	2007	3054
1M8	10/4/11	NA	12/4/18	MALE	37V	076	37V	17L	KK	REMOVE	2012	1138
I194F1	8/4/18	NA	12/4/18	FEMALE	4F1	073	4F1	1J8	KK	REMOVE	2019	NA
I194M9	5/29/18	NA	12/4/18	MALE	4M9	076	4M9	3L1	KK	REMOVE	2019	NA
8T4	10/9/14	NA	12/4/18	FEMALE	55J	076	55J	76Z	KK	REMOVE	2015	NA
4D8	9/29/06	NA	12/4/18	FEMALE	76J	073	76J	94O	KK	REMOVE	2007	4048
5K0	10/26/10	NA	12/4/18	MALE	7C3	065	7C3	25R	F	REMOVE	2011	5110
1T7	7/22/14	NA	12/4/18	FEMALE	8I9	076	8I9	0C7	KK	REMOVE	2015	NA
4F1	10/16/07	NA	12/4/18	FEMALE	99N	073	99N	09L	KK	REMOVE	2008	4061
2F2	11/19/07	NA	12/4/18	FEMALE	L84	076	L84	57F	KK	REMOVE	2008	2062
51V	10/29/03	NA	12/5/18	FEMALE	37D	076	37D	45A	KK	REMOVE	2004	5122
7F0	9/24/07	NA	12/5/18	FEMALE	37D	076	37D	94O	KK	REMOVE	2008	7060
AF6	7/17/17	NA	12/5/18	MALE	3F5	076	3F5	6F1	KK	REMOVE	2018	NA
4Z1	7/21/17	NA	12/5/18	FEMALE	3F8	DM	3F8	0J8	R	REMOVE	2018	NA
3T1	7/6/14	NA	12/5/18	MALE	4F1	073	4F1	5D1	KK	REMOVE	2015	NA
6S7	8/29/14	NA	12/5/18	MALE	51V	076	51V	76Z	KK	REMOVE	2015	NA
I1951V	8/7/18	NA	12/5/18	MALE	51V	076	51V	1J8	KK	REMOVE	2019	NA
I197F0	9/9/18	NA	12/5/18	MALE	7F0	076	7F0	3E4	KK	REMOVE	2019	NA
AF7	7/1/17	NA	12/5/18	FEMALE	9H9	076	9H9	4C3	KK	REMOVE	2018	NA
8L3	9/27/10	NA	12/11/18	FEMALE	11N	073	11N	94O	KK	REMOVE	2011	8129
37V	11/15/03	NA	12/11/18	FEMALE	19A	076	19A	90B	KK	REMOVE	2004	3722
6L1	9/9/10	NA	12/11/18	FEMALE	37V	076	37V	60T	KK	REMOVE	2011	6121
4L7	10/15/10	NA	12/11/18	MALE	3A7	DM	3A7	58R	R	REMOVE	2011	NA
9L9	10/27/10	NA	12/11/18	FEMALE	49V	076	49V	60T	KK	REMOVE	2011	9129
8O9	8/14/12	NA	12/11/18	FEMALE	4D8	073	4D8	27J	KK	REMOVE	2013	8159
3M3	9/26/11	NA	12/11/18	MALE	4F1	073	4F1	17L	KK	REMOVE	2012	3133
8C9	10/29/06	NA	12/11/18	MALE	59F	091	59F	99L	R	REMOVE	2007	8039
I196L1	8/16/18	NA	12/11/18	MALE	6L1	076	6L1	3M3	KK	REMOVE	2019	NA
9Y3	7/7/17	NA	12/11/18	MALE	7F0	076	7F0	0J0	KK	REMOVE	2018	NA
I198L3	6/19/18	NA	12/11/18	FEMALE	8L3	073	8L3	1J8	KK	REMOVE	2019	NA
I199L9	9/9/18	NA	12/11/18	MALE	9L9	076	9L9	8H2	KK	REMOVE	2019	NA
0Q5	12/29/12	NA	12/12/18	FEMALE	2C4	076	2C4	43P	KK	REMOVE	2013	175
73Z	10/30/04	NA	12/12/18	MALE	30O	065	30O	07D	F	REMOVE	2005	7326
9I8	9/1/09	NA	12/12/18	FEMALE	3A2	076	3A2	20J	KK	REMOVE	2010	9098
4R7	9/14/13	NA	12/12/18	MALE	3G3	076	3G3	73Z	KK	REMOVE	2014	4187
56K	1/8/99	NA	12/12/18	MALE	46B	116	46B	X48	S	REMOVE	1999	5611
7T0	8/12/14	NA	12/12/18	FEMALE	53E	076	53E	44T	KK	REMOVE	2015	NA
AG5	7/11/17	NA	12/12/18	MALE	5Q7	076	5Q7	6A9	KK	REMOVE	2018	NA
6M7	8/21/11	NA	12/12/18	FEMALE	6D9	076	6D9	97Z	KK	REMOVE	2012	6137
AG4	6/18/17	NA	12/12/18	MALE	76J	073	76J	2D0	KK	REMOVE	2018	NA
2M4	10/4/11	NA	12/12/18	MALE	7A8	DM	7A8	3A6	R	REMOVE	2012	2134
5J3	10/16/09	NA	12/12/18	MALE	85V	DM	85V	91P	R	REMOVE	2010	5103
8U4	7/15/14	NA	12/12/18	FEMALE	86Z	073	86Z	0C7	KK	REMOVE	2015	NA
3T9	7/18/14	NA	12/12/18	FEMALE	9C5	076	9C5	04Z	KK	REMOVE	2015	NA
I199I8	6/25/18	NA	12/12/18	MALE	9I8	076	9I8	6I9	KK	REMOVE	2019	NA
98Z	11/21/04	NA	12/13/18	MALE	74B	DM	74B	25I	R	REMOVE	2005	9826
8I9	9/21/09	NA	12/13/18	FEMALE	83Z	076	83Z	94O	KK	REMOVE	2010	8099
I198I9	9/5/18	NA	12/13/18	MALE	8I9	076	8I9	3M3	KK	REMOVE	2019	NA
42T	12/28/02	NA	12/13/18	MALE	K28	DM	K28	L83	R	REMOVE	2003	4220
93O	12/2/00	NA	12/13/18	FEMALE	L84	076	L84	G23	KK	REMOVE	2001	9315
1P4	8/13/12	NA	12/18/18	FEMALE	1E2	073	1E2	16R	KK	REMOVE	2013	1164
AH4	7/10/17	NA	12/18/18	MALE	0M6	073	0M6	4H2	KK	REMOVE	2018	NA
I191P4	6/9/18	NA	12/18/18	FEMALE	1P4	073	1P4	3O3	KK	REMOVE	2019	NA
6D6	10/26/06	NA	12/18/18	FEMALE	45F	076	45F	79H	KK	REMOVE	2007	6046
2C4	11/6/05	NA	12/18/18	FEMALE	53E	076	53E	57F	KK	REMOVE	2006	2034
I196D6	7/12/18	NA	12/18/18	MALE	6D6	076	6D6	6I9	KK	REMOVE	2019	NA
46Z	12/28/04	NA	12/18/18	MALE	J41	22	J41	20J	V	REMOVE	2005	4626
6D4	10/14/06	NA	12/18/18	FEMALE	L84	076	L84	09L	KK	REMOVE	2007	6044
76J	1/19/99	NA	12/18/18	FEMALE	R75	073	R75	X81	F	REMOVE	1999	7610
1M2	9/22/11	NA	10/16/19	MALE	5C4	DM	5C4	80T	R	REMOVE	2012	NA
3Q6	9/1/13	NA	10/17/19	MALE	0B4	DM	0B4	3A6	R	REMOVE	2014	NA
3K1	10/14/10	NA	10/17/19	MALE	14L	065	14L	36S	F	REMOVE	2011	3111
3V0	9/20/15	NA	10/17/19	MALE	2B1	116	2B1	97V	S	REMOVE	2016	NA
5V5	11/5/15	NA	10/17/19	MALE	2D1	116	2D1	17K	S	REMOVE	2016	NA
0S7	10/1/13	NA	10/17/19	MALE	32S	004	32S	12Z	F	REMOVE	2014	NA
7R6	10/4/13	NA	10/17/19	MALE	44J	004	44J	0B8	F	REMOVE	2014	NA
1Z8	7/14/16	NA	10/17/19	MALE	4P3	116	4P3	0H8	S	REMOVE	2017	NA
3V9	8/20/15	NA	10/17/19	MALE	6M9	116	6M9	5D1	S	REMOVE	2016	NA
1Z6	6/19/17	NA	10/17/19	MALE	6O9	116	6O9	2K9	S	REMOVE	2018	NA
8Q2	9/6/13	NA	10/17/19	MALE	7A9	116	7A9	98Z	S	REMOVE	2014	NA
9X8	6/27/16	NA	10/17/19	FEMALE	8M2	116	8M2	94O	S	REMOVE	2017	NA
0O9	9/8/12	NA	10/17/19	MALE	98T	065	98T	49Z	F	REMOVE	2013	NA
3V2	10/3/15	NA	10/17/19	MALE	98V	116	98V	94Z	S	REMOVE	2016	NA
8R2	8/14/13	NA	10/18/19	MALE	3E2	065	3E2	9D1	F	REMOVE	2014	NA
AL8	5/25/18	NA	10/18/19	FEMALE	1K8	116	1K8	5E4	S	REMOVE	2019	NA
8M5	9/7/11	NA	10/18/19	MALE	2B1	116	2B1	72T	S	REMOVE	2012	NA
7M7	8/19/11	NA	10/18/19	MALE	2B4	116	2B4	03N	S	REMOVE	2012	NA
2V4	8/22/15	NA	10/18/19	MALE	2F3	116	2F3	5J7	S	REMOVE	2016	NA
AL9	8/1/18	NA	10/18/19	MALE	3G2	116	3G2	0G9	S	REMOVE	2019	NA
4R2	8/9/13	NA	10/18/19	MALE	3H6	DM	3H6	8D8	R	REMOVE	2014	NA
74K	12/26/98	NA	10/18/19	FEMALE	42A	116	42A	O15	S	REMOVE	1999	7411
0W2	9/8/15	NA	10/18/19	FEMALE	7A9	116	7A9	4H2	S	REMOVE	2016	NA
1Z4	8/12/17	NA	10/18/19	FEMALE	7I4	116	7I4	8K6	S	REMOVE	2018	NA
9X6	7/9/17	NA	10/18/19	MALE	7M5	116	7M5	9I4	S	REMOVE	2018	NA
9X1	8/5/17	NA	10/18/19	MALE	82V	116	82V	3I5	S	REMOVE	2018	NA
AL7	7/20/18	NA	10/18/19	FEMALE	82Z	116	82Z	9I4	S	REMOVE	2019	NA
0Y3	7/28/16	NA	10/18/19	MALE	8M0	116	8M0	8H2	S	REMOVE	2017	NA
AL6	6/10/18	NA	10/18/19	MALE	8Q3	116	8Q3	2O1	S	REMOVE	2019	NA
6R1	8/19/13	NA	10/22/19	MALE	43F	065	43F	7B2	F	REMOVE	2014	NA
2Q4	9/30/13	NA	10/22/19	MALE	48N	DM	48N	5B2	R	REMOVE	2014	NA
1M3	9/24/11	NA	10/23/19	MALE	14Z	091	14Z	30Z	R	REMOVE	2012	NA
2T6	8/17/14	NA	10/23/19	MALE	1K8	116	1K8	9C8	S	REMOVE	2015	NA
0P7	9/25/12	NA	10/23/19	MALE	36D	116	36D	88V	S	REMOVE	2013	NA
7Q8	9/10/13	NA	10/23/19	MALE	4H0	091	4H0	84E	R	REMOVE	2014	NA
3V8	9/24/15	NA	10/23/19	MALE	82Z	116	82Z	5H1	S	REMOVE	2016	NA
I2082Z	8/25/19	NA	10/23/19	MALE	82Z	116	82Z	6K2	S	REMOVE	2020	NA
0U9	9/27/14	NA	10/23/19	MALE	97R	116	97R	44T	S	REMOVE	2015	NA
82Z	12/9/04	NA	10/23/19	FEMALE	H64	116	H64	77I	S	REMOVE	2005	8226
1U6	9/21/14	NA	10/24/19	MALE	1B4	116	1B4	37N	S	REMOVE	2015	NA
3I4	11/8/09	NA	10/24/19	FEMALE	2B4	116	2B4	20J	S	REMOVE	2010	NA
6O9	9/6/12	NA	10/24/19	FEMALE	2B4	116	2B4	88V	S	REMOVE	2013	NA
5R4	7/24/13	NA	10/24/19	MALE	2F3	116	2F3	3A6	S	REMOVE	2014	NA
5V1	7/7/15	NA	10/24/19	MALE	2G8	DM	2G8	93R	R	REMOVE	2016	NA
0Y2	9/10/16	NA	10/24/19	MALE	3H6	DM	3H6	3I5	R	REMOVE	2017	NA
1Z9	7/12/17	NA	10/24/19	FEMALE	3H6	DM	3H6	7B3	S	REMOVE	2018	NA
0W1	10/27/15	NA	10/24/19	MALE	4D5	DM	4D5	3I3	R	REMOVE	2016	NA
I204I3	5/16/19	NA	10/24/19	FEMALE	4I3	116	4I3	6K2	S	REMOVE	2020	NA
I206O9	6/13/19	NA	10/24/19	FEMALE	6O9	116	6O9	2I1	S	REMOVE	2020	NA
7Q0	10/21/13	NA	10/24/19	FEMALE	74K	116	74K	51J	S	REMOVE	2014	NA
6Z1	7/21/16	NA	10/24/19	MALE	77V	DM	77V	0E8	R	REMOVE	2017	NA
I207Q0	6/7/19	NA	10/24/19	FEMALE	7Q0	116	7Q0	0H3	S	REMOVE	2020	NA
AO0	8/1/18	NA	10/24/19	FEMALE	82V	116	82V	3L2	S	REMOVE	2019	NA
4I3	9/17/09	NA	10/24/19	FEMALE	82Z	116	82Z	20J	S	REMOVE	2010	NA
AO4	9/10/18	NA	10/24/19	MALE	8H1	065	8H1	8D8	MM	REMOVE	2019	NA
1S3	8/25/13	NA	10/24/19	MALE	8J9	004	8J9	18Z	F	REMOVE	2014	NA
9X0	9/9/17	NA	10/24/19	MALE	97R	116	97R	6I7	S	REMOVE	2018	NA
AN9	8/15/18	NA	10/24/19	MALE	97R	116	97R	4G6	S	REMOVE	2019	NA
AO2	8/11/18	NA	10/24/19	MALE	9C7	116	9C7	7B3	S	REMOVE	2019	NA
2Z0	9/13/16	NA	10/25/19	FEMALE	0B4	DM	0B4	3I5	S	REMOVE	2017	NA
0Z7	9/7/17	NA	10/25/19	MALE	0I7	116	0I7	0G9	S	REMOVE	2018	NA
7Q4	10/22/13	NA	10/25/19	FEMALE	1B4	116	1B4	11Z	S	REMOVE	2014	NA
0Z9	8/13/17	NA	10/25/19	MALE	38Z	116	38Z	0G9	S	REMOVE	2018	NA
6O6	9/3/12	NA	10/25/19	MALE	3B8	116	3B8	43V	S	REMOVE	2013	NA
AO5	8/13/18	NA	10/25/19	MALE	3D1	116	3D1	7B3	S	REMOVE	2019	NA
2V1	7/8/15	NA	10/25/19	MALE	3H6	DM	3H6	3I3	R	REMOVE	2016	NA
1Z2	8/6/17	NA	10/25/19	MALE	3L9	116	3L9	2K9	S	REMOVE	2018	NA
AO6	7/12/18	NA	10/25/19	MALE	4A9	116	4A9	3I2	S	REMOVE	2019	NA
1Z5	7/16/17	NA	10/25/19	MALE	4P9	116	4P9	1G9	S	REMOVE	2018	NA
2I4	10/26/09	NA	10/25/19	MALE	62V	073	62V	91S	F	REMOVE	2010	2094
AB2	8/16/16	NA	10/25/19	MALE	6J4	116	6J4	7B3	S	REMOVE	2017	NA
AO8	7/18/18	NA	10/25/19	MALE	74K	116	74K	2L6	S	REMOVE	2019	NA
8Y4	6/29/16	NA	10/25/19	MALE	7L1	DM	7L1	3K4	S	REMOVE	2017	NA
AG1	8/2/17	NA	10/25/19	MALE	7Q0	116	7Q0	2L6	S	REMOVE	2018	NA
I207Q4	7/8/19	NA	10/25/19	MALE	7Q4	116	7Q4	8Q1	S	REMOVE	2020	NA
3T5	9/12/14	NA	10/25/19	FEMALE	82V	116	82V	0G1	S	REMOVE	2015	NA
9I3	10/28/09	NA	10/25/19	FEMALE	89L	116	89L	50T	S	REMOVE	2010	NA
AO7	6/7/18	NA	10/25/19	FEMALE	8M2	116	8M2	9I4	S	REMOVE	2019	NA
5Z9	6/26/17	NA	10/25/19	MALE	98V	116	98V	7B3	S	REMOVE	2018	NA
2Z3	7/12/16	NA	10/25/19	FEMALE	9C7	116	9C7	4H2	S	REMOVE	2017	NA
AB0	10/15/17	NA	10/25/19	FEMALE	9I3	116	9I3	0E8	S	REMOVE	2018	NA
3V1	8/10/15	NA	10/25/19	FEMALE	9L6	116	9L6	5H1	S	REMOVE	2016	NA
6P2	11/4/12	NA	10/29/19	MALE	57H	004	57H	43P	F	REMOVE	2013	NA
6Q6	9/21/13	NA	10/29/19	MALE	62V	073	62V	9D1	F	REMOVE	2014	NA
8M9	10/24/11	NA	10/29/19	MALE	9C2	073	9C2	8A7	F	REMOVE	2012	NA
2V0	8/31/15	NA	10/30/19	MALE	0B4	DM	0B4	94Z	R	REMOVE	2016	NA
I200P2	6/19/19	NA	10/30/19	FEMALE	0P2	DM	0P2	43P	S	REMOVE	2020	NA
I201V8	7/6/19	NA	10/30/19	FEMALE	1V8	116	1V8	8Q1	S	REMOVE	2020	NA
AQ6	7/12/18	NA	10/30/19	MALE	2D1	116	2D1	3I2	S	REMOVE	2019	NA
4V8	8/28/15	NA	10/30/19	FEMALE	2D4	116	2D4	2I1	S	REMOVE	2016	NA
AQ7	8/6/18	NA	10/30/19	MALE	2P0	DM	2P0	7M4	S	REMOVE	2019	NA
1Z0	6/25/17	NA	10/30/19	MALE	33V	DM	33V	0E8	S	REMOVE	2018	NA
2B4	10/30/05	NA	10/30/19	FEMALE	36D	116	36D	0E8	S	REMOVE	2006	NA
AQ5	7/16/18	NA	10/30/19	MALE	3D4	116	3D4	0E8	S	REMOVE	2019	NA
0Z6	7/20/17	NA	10/30/19	MALE	3J4	116	3J4	0E8	S	REMOVE	2018	NA
2Z4	6/27/16	NA	10/30/19	MALE	3L9	116	3L9	8H2	S	REMOVE	2017	NA
AQ8	7/25/18	NA	10/30/19	FEMALE	3L9	116	3L9	9I4	S	REMOVE	2019	NA
4V4	8/23/15	NA	10/30/19	FEMALE	4H3	116	4H3	27N	S	REMOVE	2016	NA
9X7	7/7/17	NA	10/30/19	MALE	4H7	116	4H7	8K6	S	REMOVE	2018	NA
AR1	7/18/18	NA	10/30/19	FEMALE	4N6	004	4N6	7J6	MM	REMOVE	2019	NA
5Z8	6/24/17	NA	10/30/19	MALE	4P4	116	4P4	8K6	S	REMOVE	2018	NA
1V8	7/8/15	NA	10/30/19	FEMALE	5H6	116	5H6	97V	S	REMOVE	2016	NA
2S3	10/10/13	NA	10/30/19	FEMALE	60V	DM	60V	94Z	R	REMOVE	2014	NA
2V7	7/26/15	NA	10/30/19	FEMALE	60V	DM	60V	7E1	R	REMOVE	2016	NA
AQ9	7/7/18	NA	10/30/19	FEMALE	6J4	116	6J4	2J6	S	REMOVE	2019	NA
0P2	9/11/12	NA	10/30/19	FEMALE	77V	DM	77V	94Z	R	REMOVE	2013	NA
AA9	8/2/17	NA	10/30/19	FEMALE	7L1	DM	7L1	0E8	S	REMOVE	2018	NA
AR0	6/19/18	NA	10/30/19	FEMALE	7M5	116	7M5	0G9	S	REMOVE	2019	NA
4V7	8/10/15	NA	10/30/19	MALE	88N	116	88N	5H1	S	REMOVE	2016	NA
6Z0	6/19/17	NA	10/30/19	FEMALE	9L6	116	9L6	3I2	S	REMOVE	2018	NA
9R6	8/26/13	NA	10/31/19	MALE	2G4	22	2G4	1A0	V	REMOVE	2014	NA
6J2	9/10/09	NA	10/31/19	MALE	35N	065	35N	08O	F	REMOVE	2010	6092
0Y0	7/12/17	NA	10/31/19	MALE	4I3	116	4I3	0G9	S	REMOVE	2018	NA
1C2	10/25/05	NA	10/31/19	MALE	56A	065	56A	20J	F	REMOVE	2006	1032
0R5	9/6/13	NA	10/31/19	MALE	60P	065	60P	04I	F	REMOVE	2014	NA
9K4	9/24/10	NA	10/31/19	MALE	62H	065	62H	85B	F	REMOVE	2011	NA
1U1	11/8/14	NA	10/31/19	MALE	7I4	116	7I4	1F0	S	REMOVE	2015	NA
2Z1	6/10/17	NA	10/31/19	MALE	82Z	116	82Z	0E8	S	REMOVE	2018	NA
3R8	12/7/13	NA	10/31/19	MALE	87F	DM	87F	44T	R	REMOVE	2014	NA
4H7	8/31/08	NA	11/1/19	FEMALE	03S	116	03S	22O	S	REMOVE	2009	NA
8Q1	8/21/13	NA	11/1/19	MALE	09Z	DM	09Z	94Z	R	REMOVE	2014	NA
1Z3	6/20/16	NA	11/1/19	MALE	0I7	116	0I7	0J1	S	REMOVE	2017	NA
I201U3	6/12/19	NA	11/1/19	FEMALE	1U3	116	1U3	5E4	S	REMOVE	2020	NA
9X3	10/3/16	NA	11/1/19	FEMALE	2B4	116	2B4	7B3	S	REMOVE	2017	NA
I202T9	7/19/19	NA	11/1/19	MALE	2T9	116	2T9	5Q1	S	REMOVE	2020	NA
I202V8	7/13/19	NA	11/1/19	FEMALE	2V8	116	2V8	2I1	S	REMOVE	2020	NA
5P2	6/13/12	NA	11/1/19	MALE	3D1	116	3D1	88V	S	REMOVE	2013	NA
1U3	9/11/14	NA	11/1/19	FEMALE	3J4	116	3J4	2C6	S	REMOVE	2015	NA
6Z2	9/5/17	NA	11/1/19	MALE	4H3	116	4H3	0G9	S	REMOVE	2018	NA
2T9	8/18/14	NA	11/1/19	FEMALE	4H7	116	4H7	8B3	S	REMOVE	2015	NA
I204H7	6/21/19	NA	11/1/19	MALE	4H7	116	4H7	9O5	S	REMOVE	2020	NA
AR7	7/14/18	NA	11/1/19	MALE	6M9	116	6M9	3I2	S	REMOVE	2019	NA
AR8	9/4/18	NA	11/1/19	MALE	7I4	116	7I4	9I4	S	REMOVE	2019	NA
AR9	6/7/18	NA	11/1/19	MALE	7Q4	116	7Q4	2O1	S	REMOVE	2019	NA
82V	10/30/03	NA	11/1/19	FEMALE	82H	116	82H	57D	S	REMOVE	2004	8222
I2082V	9/30/19	NA	11/1/19	FEMALE	82V	116	82V	2N1	S	REMOVE	2020	NA
AR6	5/28/18	NA	11/1/19	FEMALE	8M0	116	8M0	2O1	S	REMOVE	2019	NA
2V6	8/26/15	NA	11/1/19	FEMALE	91V	DM	91V	5B2	R	REMOVE	2016	NA
2V8	7/8/15	NA	11/1/19	FEMALE	9C7	116	9C7	7E1	S	REMOVE	2016	NA
5P8	9/7/12	NA	11/5/19	MALE	2C8	091	2C8	8A9	R	REMOVE	2013	NA
AS5	5/30/18	NA	11/5/19	MALE	2M6	DM	2M6	6L8	R	REMOVE	2019	NA
7M5	9/5/11	NA	11/5/19	FEMALE	3D4	116	3D4	88V	S	REMOVE	2012	NA
5Z6	7/9/17	NA	11/5/19	FEMALE	3G2	116	3G2	8K6	S	REMOVE	2018	NA
AS4	10/16/18	NA	11/5/19	MALE	4H3	116	4H3	43P	S	REMOVE	2019	NA
AS3	6/26/18	NA	11/5/19	MALE	5P1	116	5P1	2O1	S	REMOVE	2019	NA
AT3	8/6/18	NA	11/6/19	FEMALE	33V	DM	33V	7B3	S	REMOVE	2019	NA
AT4	8/31/18	NA	11/6/19	FEMALE	4M2	DM	4M2	53N	S	REMOVE	2019	NA
AT6	8/1/18	NA	11/6/19	FEMALE	4P4	116	4P4	0H3	S	REMOVE	2019	NA
5Z2	9/24/17	NA	11/6/19	MALE	77V	DM	77V	0E8	S	REMOVE	2018	NA
AT5	6/26/18	NA	11/6/19	MALE	7M9	DM	7M9	0C9	S	REMOVE	2019	NA
9X2	9/7/16	NA	11/6/19	MALE	82V	116	82V	2K9	S	REMOVE	2017	NA
AD7	6/25/16	NA	11/6/19	FEMALE	95V	DM	95V	8B5	R	REMOVE	2017	NA
0Y5	6/30/16	NA	11/8/19	FEMALE	1K8	116	1K8	2K9	S	REMOVE	2017	NA
I201K8	8/23/19	NA	11/8/19	MALE	1K8	116	1K8	43P	S	REMOVE	2020	NA
AU1	8/5/18	NA	11/8/19	MALE	1U0	116	1U0	0H3	S	REMOVE	2019	NA
8X9	7/18/17	NA	11/8/19	FEMALE	2D1	116	2D1	2M9	S	REMOVE	2018	NA
7Q2	8/24/13	NA	11/8/19	FEMALE	2D4	116	2D4	8C3	S	REMOVE	2014	NA
6Z7	8/5/17	NA	11/8/19	FEMALE	2D4	116	2D4	3I3	S	REMOVE	2018	NA
AU0	6/17/18	NA	11/8/19	FEMALE	3I4	116	3I4	1J8	S	REMOVE	2019	NA
5Q1	8/17/13	NA	11/8/19	MALE	4A0	DM	4A0	1A6	R	REMOVE	2014	NA
AT9	6/17/18	NA	11/8/19	MALE	4H7	116	4H7	0H3	S	REMOVE	2019	NA
AU3	6/1/18	NA	11/8/19	MALE	4R1	116	4R1	1P5	S	REMOVE	2019	NA
AG2	7/6/17	NA	11/8/19	FEMALE	5A1	116	5A1	8K6	S	REMOVE	2018	NA
AU4	6/4/18	NA	11/8/19	MALE	6M7	076	6M7	0L5	KK	REMOVE	2019	NA
6U4	12/25/14	NA	11/8/19	MALE	77V	DM	77V	94Z	R	REMOVE	2015	NA
9X5	7/12/17	NA	11/8/19	MALE	8I6	116	8I6	2K9	S	REMOVE	2018	NA
AU2	7/18/18	NA	11/8/19	MALE	8I6	116	8I6	2O1	S	REMOVE	2019	NA
I208I6	7/14/19	NA	11/8/19	MALE	8I6	116	8I6	3E1	S	REMOVE	2020	NA
2Z5	7/13/17	NA	11/8/19	FEMALE	8M6	116	8M6	0E8	S	REMOVE	2018	NA
8I6	12/15/09	NA	11/8/19	FEMALE	97R	116	97R	20J	S	REMOVE	2010	NA
4R0	9/22/13	NA	11/8/19	FEMALE	98V	116	98V	3A6	S	REMOVE	2014	NA
1K8	1/31/10	NA	11/8/19	FEMALE	Z82	116	Z82	03T	S	REMOVE	2010	NA
4S6	8/19/13	NA	11/12/19	MALE	0G5	065	0G5	43P	F	REMOVE	2014	NA
AV5	8/28/18	NA	11/12/19	FEMALE	0I7	116	0I7	2I1	S	REMOVE	2019	NA
AV7	7/12/18	NA	11/12/19	FEMALE	2D4	116	2D4	1J8	S	REMOVE	2019	NA
7M4	9/20/11	NA	11/12/19	MALE	2F3	116	2F3	67Z	S	REMOVE	2012	NA
8M6	10/3/11	NA	11/12/19	FEMALE	4A9	116	4A9	11Z	S	REMOVE	2012	NA
1Z1	6/14/17	NA	11/12/19	FEMALE	5P1	116	5P1	8K6	S	REMOVE	2018	NA
98V	11/1/03	NA	11/12/19	FEMALE	74K	116	74K	25I	S	REMOVE	2004	9822
9T5	9/8/14	NA	11/12/19	FEMALE	7L1	DM	7L1	25L	R	REMOVE	2015	NA
8Q3	8/27/13	NA	11/12/19	FEMALE	82V	116	82V	0C9	S	REMOVE	2014	NA
I208M6	5/16/19	NA	11/12/19	FEMALE	8M6	116	8M6	3M9	S	REMOVE	2020	NA
I2098V	5/25/19	NA	11/12/19	FEMALE	98V	116	98V	3I3	S	REMOVE	2020	NA
I209T5	6/30/19	NA	11/12/19	MALE	9T5	DM	9T5	2J6	S	REMOVE	2020	NA
9D7	10/15/06	NA	11/13/19	MALE	00J	073	00J	36S	F	REMOVE	2007	9047
5Z1	6/6/17	NA	11/13/19	MALE	2G8	DM	2G8	2C6	S	REMOVE	2018	NA
7T1	9/11/14	NA	11/13/19	FEMALE	51T	DM	51T	0E8	R	REMOVE	2015	NA
I205A1	8/18/19	NA	11/13/19	FEMALE	5A1	116	5A1	2C6	S	REMOVE	2020	NA
I207F7	9/9/19	NA	11/13/19	FEMALE	7F7	DM	7F7	7B3	S	REMOVE	2020	NA
